City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
300,inhambane,-23.865,35.3833,26.99,83,40,2.57,MZ,2024-11-11 22:25:48
301,vernon,50.2581,-119.2691,5.42,85,84,2.01,CA,2024-11-11 22:25:49
302,san patricio,28.017,-97.5169,19.97,70,38,2.42,US,2024-11-11 22:25:51
303,rethel,49.5,4.3333,8.96,84,100,6.12,FR,2024-11-11 22:25:53
304,dolores,-36.3132,-57.6792,7.31,93,29,3.01,AR,2024-11-11 22:25:55
305,phongsali,21.6833,102.1058,27.2,47,33,0.5,LA,2024-11-11 22:25:56
306,princeville,45.7668,-61.2985,10.18,95,81,2.44,CA,2024-11-11 22:25:57
307,cabo san lucas,22.8909,-109.9124,24.31,52,24,0.45,MX,2024-11-11 22:20:02
308,esmeraldas,-19.7625,-44.3139,20.79,84,98,1.26,BR,2024-11-11 22:25:59
309,kuala tungkal,-0.8167,103.4667,27.8,79,100,3.16,ID,2024-11-11 22:26:02
310,cannonvale,-20.2833,148.7,26.66,62,18,4.81,AU,2024-11-11 22:26:03
311,east london,-33.0153,27.9116,19.26,77,66,4.14,ZA,2024-11-11 22:26:04
312,tara,56.8944,74.371,-11.2,88,100,4.71,RU,2024-11-11 22:26:05
313,siyabuswa,-25.1132,29.0445,19.61,76,20,5.55,ZA,2024-11-11 22:26:06
314,am timan,11.0297,20.2827,22.36,39,34,2.83,TD,2024-11-11 22:26:08
315,whitehorse,60.7161,-135.0538,-3.57,100,100,1.54,CA,2024-11-11 22:26:09
316,aitape,-3.1374,142.3475,28.84,80,76,3.27,PG,2024-11-11 22:26:10
317,doganyol,38.3118,39.0382,8.1,74,4,1.91,TR,2024-11-11 22:26:11
318,whittlesey,52.558,-0.1302,7.86,90,48,4.19,GB,2024-11-11 22:26:12
319,ciudad bolivar,8.1222,-63.5497,25.66,86,59,3.4,VE,2024-11-11 22:26:13
320,omidiyeh,30.7597,49.705,28.42,27,52,1.22,IR,2024-11-11 22:26:15
321,bikenibeu village,1.3673,173.1241,28.29,67,31,6.38,KI,2024-11-11 22:26:17
322,creel,27.75,-107.6333,6.52,35,40,0.48,MX,2024-11-11 22:26:18
323,batarasa,8.6617,117.6222,30.72,65,62,1.92,PH,2024-11-11 22:26:19
324,daru,-9.0763,143.2092,27.7,81,100,5.76,PG,2024-11-11 22:25:23
325,hami,42.8,93.45,10.43,42,24,0.74,CN,2024-11-11 22:22:13
326,torghay,49.6339,63.4981,-4.6,76,7,2.19,KZ,2024-11-11 22:26:23
327,gaigeturi,33.4644,126.3183,18.15,73,3,6.2,KR,2024-11-11 22:26:24
328,amga,60.8953,131.9608,-13.12,92,98,1.42,RU,2024-11-11 22:26:26
329,laguna,38.421,-121.4238,10.08,90,0,2.57,US,2024-11-11 22:23:10
330,kenora,49.8167,-94.4337,-1.79,86,100,2.68,CA,2024-11-11 22:26:29
331,urucui,-7.2294,-44.5561,22.48,94,100,1.16,BR,2024-11-11 22:21:32
332,arkhangel'sk,64.5401,40.5433,0.06,100,100,6.0,RU,2024-11-11 22:26:31
333,rabaul,-4.1967,152.1721,29.22,70,49,3.31,PG,2024-11-11 22:26:33
334,codrington,-38.2667,141.9667,15.5,86,85,3.14,AU,2024-11-11 22:26:34
335,mahina,-17.5065,-149.489,26.87,74,75,1.54,PF,2024-11-11 22:26:35
336,carnarvon,-24.8667,113.6333,26.34,49,94,8.38,AU,2024-11-11 22:26:37
337,aras-asan,8.8908,126.3033,29.83,65,58,3.59,PH,2024-11-11 22:26:39
338,obsharovka,53.125,48.8531,-1.15,87,13,1.94,RU,2024-11-11 22:26:40
339,ungsang-nodongjagu,42.3578,130.4622,8.06,31,0,7.58,KP,2024-11-11 22:26:41
340,suva,-18.1416,178.4415,24.71,94,75,3.6,FJ,2024-11-11 22:26:42
341,mount isa,-20.7333,139.5,39.87,16,52,3.09,AU,2024-11-11 22:26:44
342,nchelenge,-9.3451,28.734,21.28,79,78,1.77,ZM,2024-11-11 22:26:45
343,safotu,-13.4513,-172.4018,27.84,80,93,6.01,WS,2024-11-11 22:26:46
344,kutum,14.2,24.6667,17.01,32,0,2.58,SD,2024-11-11 22:26:47
345,saruhanli,38.7346,27.5681,1.24,91,0,0.75,TR,2024-11-11 22:26:48
346,kirakira,-10.4544,161.9205,28.29,81,100,5.34,SB,2024-11-11 22:26:49
347,ulsteinvik,62.3432,5.8487,9.86,83,98,2.24,NO,2024-11-11 22:26:50
348,cabeceiras de basto,41.5208,-7.972,8.98,88,8,2.82,PT,2024-11-11 22:26:52
349,tolanaro,-25.0319,46.9987,27.89,63,96,1.03,MG,2024-11-11 22:26:53
350,kuliyapitiya,7.4688,80.0401,31.28,58,52,2.23,LK,2024-11-11 22:26:54
351,stephenville,32.2207,-98.2023,15.07,58,0,0.0,US,2024-11-11 22:26:55
352,nelson bay,-32.7167,152.15,21.16,100,100,3.13,AU,2024-11-11 22:26:57
353,paraiso,9.8383,-83.8656,18.01,98,100,0.9,CR,2024-11-11 22:26:58
354,mantua,45.1667,10.7833,4.99,84,100,4.7,IT,2024-11-11 22:26:59
355,howard springs,-12.497,131.047,34.37,55,35,4.6,AU,2024-11-11 22:27:00
356,broome,42.2506,-75.833,7.03,85,20,5.66,US,2024-11-11 22:27:02
357,baiyin,36.5583,104.2081,10.32,46,47,1.85,CN,2024-11-11 22:27:03
358,juan l. lacaze,-34.4333,-57.4167,16.06,63,4,10.24,UY,2024-11-11 22:27:04
359,mizdah,31.4451,12.9801,13.87,85,1,1.74,LY,2024-11-11 22:27:05
360,urangan,-25.3,152.9,24.19,81,100,9.01,AU,2024-11-11 22:27:06
361,shache,38.4167,77.2406,11.6,45,28,1.32,CN,2024-11-11 22:27:08
362,busayra,30.7376,35.6078,12.76,52,36,1.16,JO,2024-11-11 22:27:09
363,leava,-14.3,-178.1667,27.88,78,38,5.25,WF,2024-11-11 22:27:10
364,mananara,-16.1667,49.7667,26.33,76,73,1.24,MG,2024-11-11 22:27:11
365,aurora,39.7294,-104.8319,6.66,58,20,3.09,US,2024-11-11 22:27:12
366,sao jose da coroa grande,-8.8978,-35.1478,25.2,75,57,2.83,BR,2024-11-11 22:27:13
367,belyy yar,53.6039,91.3903,-1.06,40,0,12.0,RU,2024-11-11 22:27:14
368,inverness,57.4791,-4.224,4.91,100,63,3.09,GB,2024-11-11 22:27:16
369,kotlas,61.2611,46.6556,-0.62,90,100,4.22,RU,2024-11-11 22:27:17
370,mermoz boabab,14.7065,-17.4758,26.87,68,85,7.81,SN,2024-11-11 22:27:18
371,ashland,40.8167,-82.2665,6.04,90,20,5.89,US,2024-11-11 22:22:31
372,utete,-7.986,38.758,25.99,80,91,0.56,TZ,2024-11-11 22:27:20
373,mpanda,-6.3655,31.0409,21.08,80,63,0.39,TZ,2024-11-11 22:27:21
374,zaozersk,69.4005,32.4476,2.08,88,100,4.38,RU,2024-11-11 22:27:23
375,isiro,2.7739,27.616,19.75,98,100,0.62,CD,2024-11-11 22:27:24
376,pachino,36.7186,15.0907,17.3,83,100,5.35,IT,2024-11-11 22:27:25
377,korla,41.7597,86.1469,10.34,54,30,2.84,CN,2024-11-11 22:27:26
378,dhidhdhoo,6.8833,73.1,28.32,71,39,3.32,MV,2024-11-11 22:27:27
379,malazgirt,39.1427,42.5401,5.79,82,88,0.84,TR,2024-11-11 22:27:29
380,imbituba,-28.24,-48.6703,19.68,88,63,5.84,BR,2024-11-11 22:27:30
381,okhotsk,59.3833,143.3,-12.79,66,51,8.96,RU,2024-11-11 22:27:31
382,samdrup jongkhar,26.9167,91.6167,19.99,42,0,2.23,BT,2024-11-11 22:27:32
383,pisco,-13.7,-76.2167,17.03,88,0,3.6,PE,2024-11-11 22:27:33
384,grand falls-windsor,48.9332,-55.6649,8.06,93,100,3.58,CA,2024-11-11 22:27:34
385,menongue,-14.6585,17.691,16.91,94,100,1.06,AO,2024-11-11 22:27:35
386,dolinsk,47.35,142.8,2.04,86,100,2.93,RU,2024-11-11 22:27:38
387,andergrove,-21.0833,149.1833,26.69,64,11,5.34,AU,2024-11-11 22:27:39
388,melekeok village,7.4957,134.6367,27.31,83,75,2.06,PW,2024-11-11 22:27:41
389,tobol'sk,58.2,68.2667,-9.93,93,100,3.19,RU,2024-11-11 22:27:42
390,kita,13.0349,-9.4895,20.96,38,43,0.72,ML,2024-11-11 22:27:43
391,kingston,17.997,-76.7936,25.09,95,83,0.99,JM,2024-11-11 22:27:45
392,del rio,29.3627,-100.8968,19.51,68,0,2.57,US,2024-11-11 22:27:46
393,uffenheim,49.5333,10.25,5.2,96,100,2.11,DE,2024-11-11 22:27:47
394,bayramaly,37.6185,62.1671,13.67,45,94,2.77,TM,2024-11-11 22:27:48
395,bamboo flat,11.7,92.7167,29.05,79,75,2.57,IN,2024-11-11 22:27:49
396,hadibu,12.65,54.0333,26.6,73,37,5.78,YE,2024-11-11 22:27:50
397,tazacorte,28.629,-17.9293,21.19,71,40,4.12,ES,2024-11-11 22:27:51
398,soygaon,20.6,75.6167,28.13,38,0,3.18,IN,2024-11-11 22:27:53
399,tual,-5.6667,132.75,28.21,74,72,3.94,ID,2024-11-11 22:27:54
400,comodoro rivadavia,-45.8667,-67.5,13.92,44,0,13.38,AR,2024-11-11 22:27:55
401,juneau,58.3019,-134.4197,4.0,97,100,1.54,US,2024-11-11 22:24:02
402,sultanah,24.4926,39.5857,24.25,23,0,0.0,SA,2024-11-11 22:27:57
403,bonny,4.4522,7.1681,26.02,85,18,2.74,NG,2024-11-11 22:27:58
404,palmas,-10.2128,-48.3603,21.93,100,75,2.06,BR,2024-11-11 22:27:59
405,northam,51.0333,-4.2167,9.23,85,66,2.53,GB,2024-11-11 22:28:01
406,sao felipe,-14.8167,-41.3833,20.76,94,45,0.72,BR,2024-11-11 22:28:02
407,delta,5.5,6.0,23.33,97,15,0.5,NG,2024-11-11 22:26:47
408,isla mujeres,21.2311,-86.731,24.03,82,4,0.43,MX,2024-11-11 22:28:04
409,labrador city,52.9463,-66.9114,-3.79,80,100,26.82,CA,2024-11-11 22:28:05
410,kristiansund,63.1115,7.732,8.4,71,75,3.6,NO,2024-11-11 22:28:06
411,fale old settlement,-9.3852,-171.2468,28.51,74,10,6.43,TK,2024-11-11 22:28:09
412,kankaanpaa,61.8,22.4167,3.74,83,100,2.83,FI,2024-11-11 22:28:10
413,midvagur,62.0511,-7.1939,10.46,100,100,6.17,FO,2024-11-11 22:28:14
414,baise city,23.8997,106.6133,27.41,99,22,2.58,CN,2024-11-11 22:28:15
415,alamos,27.0167,-108.9333,20.6,23,86,1.5,MX,2024-11-11 22:28:16
416,olavarria,-36.8927,-60.3225,7.28,86,80,1.41,AR,2024-11-11 22:28:17
417,quellon,-43.1167,-73.6167,9.32,93,100,3.15,CL,2024-11-11 22:24:31
418,toropets,56.4978,31.6353,0.16,95,100,1.9,RU,2024-11-11 22:28:20
419,beni,0.5,29.4667,17.12,99,100,0.38,CD,2024-11-11 22:28:21
420,statesboro,32.4488,-81.7832,15.89,94,40,0.0,US,2024-11-11 22:28:22
421,alaghsas,17.0187,8.0168,19.42,26,0,4.93,NE,2024-11-11 22:28:23
422,opuwo,-18.0607,13.84,20.42,44,3,1.18,NA,2024-11-11 22:28:24
423,naze,28.3667,129.4833,22.95,77,100,4.79,JP,2024-11-11 22:28:25
424,coronel suarez,-37.4547,-61.9334,8.6,73,93,1.09,AR,2024-11-11 22:28:26
425,praia da vitoria,38.7333,-27.0667,19.42,93,99,9.24,PT,2024-11-11 22:26:49
426,agat village,13.3886,144.6585,30.53,81,0,5.66,GU,2024-11-11 22:28:29
427,rabo de peixe,37.8,-25.5833,19.73,99,75,8.23,PT,2024-11-11 22:28:30
428,sidney,-33.8679,151.2073,24.86,73,75,7.2,AU,2024-11-11 22:25:25
429,karatuzskoye,53.6072,92.8667,-2.38,61,100,7.94,RU,2024-11-11 22:28:32
430,cascais,38.6979,-9.4215,15.84,66,0,4.02,PT,2024-11-11 22:28:33
431,zhosaly,45.4878,64.0781,0.41,60,37,5.53,KZ,2024-11-11 22:28:34
432,sittwe,20.15,92.9,29.1,63,6,0.57,MM,2024-11-11 22:28:36
433,la punta,-33.1837,-66.3127,14.24,33,0,2.05,AR,2024-11-11 22:28:37
434,sirte,31.2089,16.5887,19.55,39,22,6.33,LY,2024-11-11 22:28:38
435,mhamid,29.82,-5.72,17.76,43,79,4.23,MA,2024-11-11 22:28:39
436,muisne,0.6,-80.0333,22.78,80,63,2.55,EC,2024-11-11 22:28:40
437,labytnangi,66.6572,66.4183,-18.96,99,100,0.77,RU,2024-11-11 22:28:41
438,redencao,-4.2258,-38.7306,21.87,90,99,0.08,BR,2024-11-11 22:28:43
439,soio,-6.1349,12.3689,24.9,90,92,2.42,AO,2024-11-11 22:28:44
440,pimentel,-6.8367,-79.9342,17.16,94,20,4.63,PE,2024-11-11 22:28:46
441,polla,40.5171,15.498,6.03,88,100,2.27,IT,2024-11-11 22:28:47
442,natal,-5.795,-35.2094,22.36,94,20,1.03,BR,2024-11-11 22:28:48
443,katsuura,35.1333,140.3,19.91,73,95,2.6,JP,2024-11-11 22:28:49
444,errachidia,31.9275,-4.4285,13.36,58,4,1.0,MA,2024-11-11 22:28:51
445,hastings,50.8552,0.5729,7.1,53,83,9.59,GB,2024-11-11 22:28:52
446,santa lucia,27.9117,-15.5407,16.62,73,75,5.66,ES,2024-11-11 22:28:53
447,klaksvik,62.2266,-6.589,11.19,89,50,8.21,FO,2024-11-11 22:28:54
448,greymouth,-42.4667,171.2,13.92,58,0,2.84,NZ,2024-11-11 22:28:55
449,al qubbah,32.7616,22.2424,14.42,61,7,5.52,LY,2024-11-11 22:28:56
450,neryungri,56.6709,124.6491,-11.9,77,92,1.61,RU,2024-11-11 22:28:58
451,matane,48.8286,-67.522,1.97,95,100,0.6,CA,2024-11-11 22:28:59
452,tazovsky,67.4667,78.7,-24.22,95,72,5.43,RU,2024-11-11 22:29:00
453,st. john's,47.5649,-52.7093,8.42,93,100,11.83,CA,2024-11-11 22:29:01
454,vila velha,-20.3297,-40.2925,20.97,88,0,1.54,BR,2024-11-11 22:29:02
455,alesund,62.4723,6.1549,9.86,77,75,5.14,NO,2024-11-11 22:26:19
456,puerto santa,-8.9906,-78.6456,17.52,89,100,3.63,PE,2024-11-11 22:29:04
457,leksand,60.7339,15.0032,3.68,83,25,1.78,SE,2024-11-11 22:29:06
458,qamdo,31.1667,97.2333,7.52,28,0,4.08,CN,2024-11-11 22:28:33
459,formosa do rio preto,-11.0483,-45.1931,20.43,96,65,0.64,BR,2024-11-11 22:29:08
460,buala,-8.145,159.5921,29.12,74,93,3.2,SB,2024-11-11 22:29:09
461,tarawa,1.419,172.984,28.41,68,34,6.64,KI,2024-11-11 22:29:10
462,bodden town,19.2833,-81.25,27.43,74,43,1.61,KY,2024-11-11 22:29:11
463,upata,8.0086,-62.3989,21.37,97,47,1.01,VE,2024-11-11 22:29:12
464,sitka,57.0531,-135.33,5.94,81,40,0.0,US,2024-11-11 22:29:14
465,warren,39.4334,-84.1666,7.91,78,0,5.14,US,2024-11-11 22:29:15
466,shimoda,34.6667,138.95,20.81,76,68,3.53,JP,2024-11-11 22:29:16
467,lavelanet,42.9313,1.8466,8.36,89,100,2.24,FR,2024-11-11 22:29:17
468,marka,1.7159,44.7717,27.66,76,80,3.86,SO,2024-11-11 22:29:18
469,camacupa,-12.0167,17.4833,16.27,96,99,2.77,AO,2024-11-11 22:29:19
470,tofol,5.3248,163.0078,29.4,70,94,6.86,FM,2024-11-11 22:29:21
471,isabel segunda,18.1491,-65.4427,26.85,79,100,7.53,PR,2024-11-11 22:29:22
472,saynshand,44.8824,110.1163,5.81,43,1,7.46,MN,2024-11-11 22:29:23
473,katabu,-4.9333,122.5167,28.74,77,81,1.65,ID,2024-11-11 22:29:24
474,karratha,-20.7377,116.8463,35.96,27,18,7.32,AU,2024-11-11 22:29:26
475,konin,52.2234,18.2512,-1.44,69,17,1.51,PL,2024-11-11 22:29:27
476,bluefields,12.0137,-83.7635,23.81,92,97,1.06,NI,2024-11-11 22:29:28
477,bentiu,9.2333,29.8333,26.4,50,28,1.23,SS,2024-11-11 22:29:31
478,kulunda,52.566,78.9385,-7.43,75,99,7.77,RU,2024-11-11 22:29:32
479,tsiombe,-25.3,45.4833,28.54,56,51,1.33,MG,2024-11-11 22:29:33
480,kodinsk,58.6881,99.1844,-6.73,77,100,0.94,RU,2024-11-11 22:25:21
481,manaure,11.7751,-72.4445,27.23,79,100,1.37,CO,2024-11-11 22:29:35
482,darwin,-12.4611,130.8418,34.41,49,40,7.2,AU,2024-11-11 22:29:37
483,villa gesell,-37.2639,-56.973,11.08,70,8,4.45,AR,2024-11-11 22:29:38
484,nuuk,64.1835,-51.7216,-1.66,74,75,4.12,GL,2024-11-11 22:28:42
485,nagqu,31.5,92.0,5.44,7,40,11.68,CN,2024-11-11 22:29:40
486,sant'antioco,39.0664,8.4522,15.9,81,100,2.09,IT,2024-11-11 22:29:42
487,uliastay,47.7417,96.8444,-2.15,65,75,1.68,MN,2024-11-11 22:29:44
488,byron bay,-28.65,153.6167,21.26,94,95,3.15,AU,2024-11-11 22:29:45
489,champerico,14.3,-91.9167,25.62,85,99,2.69,GT,2024-11-11 22:29:47
490,damasak,13.0977,12.4952,21.68,34,5,4.16,NG,2024-11-11 22:29:49
491,ulaangom,49.9811,92.0667,7.86,26,100,11.85,MN,2024-11-11 22:29:50
492,flying fish cove,-10.4217,105.6791,27.82,83,75,6.17,CX,2024-11-11 22:29:51
493,revda,56.801,59.9303,-8.06,85,100,5.43,RU,2024-11-11 22:29:54
494,tbeng meanchey,13.8167,104.9667,32.9,51,96,0.23,KH,2024-11-11 22:29:55
495,malax,62.9423,21.5731,3.32,93,100,2.57,FI,2024-11-11 22:29:56
496,zaki biam,7.5167,9.6167,21.42,51,41,2.08,NG,2024-11-11 22:29:58
497,zharkent,44.1628,80.0,5.7,62,100,0.96,KZ,2024-11-11 22:29:59
498,savanna-la-mar,18.219,-78.1332,24.96,92,87,1.3,JM,2024-11-11 22:30:00
499,rio branco,-9.9747,-67.81,25.34,88,75,2.57,BR,2024-11-11 22:30:01
500,caxias,38.7031,-9.2767,15.82,63,0,4.63,PT,2024-11-11 22:30:02
501,luena,-11.7833,19.9167,18.18,90,69,1.87,AO,2024-11-11 22:30:04
502,arendal,58.4615,8.7725,3.43,82,99,1.25,NO,2024-11-11 22:30:05
503,yasuj,30.6682,51.588,16.45,40,37,1.23,IR,2024-11-11 22:30:06
504,preobrazheniye,42.9019,133.9064,8.35,44,0,4.97,RU,2024-11-11 22:30:07
505,dudinka,69.4058,86.1778,-22.55,91,74,7.2,RU,2024-11-11 22:30:08
506,ghat,24.9647,10.1728,17.1,31,2,0.86,LY,2024-11-11 22:30:09
507,oranjemund,-28.55,16.4333,16.49,80,13,3.32,NA,2024-11-11 22:30:10
508,bronkhorstspruit,-25.8102,28.7425,17.24,75,59,5.54,ZA,2024-11-11 22:30:12
509,bull savanna,17.8868,-77.5902,24.63,82,100,1.34,JM,2024-11-11 22:30:13
510,ta`u,-14.2336,-169.5144,27.26,76,79,4.32,AS,2024-11-11 22:30:14
511,rampur,28.8167,79.0333,28.07,42,0,0.53,IN,2024-11-11 22:30:15
512,shivpuri,25.4333,77.65,29.21,30,1,0.81,IN,2024-11-11 22:30:16
513,entebbe,0.0644,32.4469,20.18,88,20,2.06,UG,2024-11-11 22:30:17
514,fortaleza,-3.7227,-38.5247,26.79,83,20,3.6,BR,2024-11-11 22:30:20
515,loango,-4.6719,11.8312,24.67,90,81,2.88,CG,2024-11-11 22:30:21
516,nehe,48.4833,124.8333,-0.17,66,8,2.55,CN,2024-11-11 22:30:22
517,qalat,32.1058,66.9083,13.5,28,25,2.15,AF,2024-11-11 22:30:24
518,lander,42.833,-108.7307,4.45,56,0,4.63,US,2024-11-11 22:30:26
519,lapinlahti,65.5833,30.5667,0.51,93,100,1.92,RU,2024-11-11 22:30:27
520,caleta de carquin,-11.0925,-77.6267,17.91,90,100,3.31,PE,2024-11-11 22:30:28
521,bonthe,7.5264,-12.505,25.47,82,10,0.81,SL,2024-11-11 22:30:29
522,dadukou,26.5479,101.7054,24.3,52,36,0.35,CN,2024-11-11 22:30:30
523,bahawalnagar,30.5508,73.3908,29.7,28,6,3.1,PK,2024-11-11 22:30:31
524,enewetak,11.3474,162.3373,28.47,79,8,5.72,MH,2024-11-11 22:30:33
525,monze,-16.2833,27.4833,23.29,66,100,1.96,ZM,2024-11-11 22:30:34
526,kaesong,37.9708,126.5544,17.17,40,0,4.04,KP,2024-11-11 22:30:35
527,vilyuysk,63.7553,121.6247,-12.72,96,97,1.38,RU,2024-11-11 22:30:36
528,thunder bay,48.4001,-89.3168,-1.2,80,17,1.33,CA,2024-11-11 22:30:37
529,katsuren-haebaru,26.3369,127.8719,26.01,87,100,5.66,JP,2024-11-11 22:30:38
530,inazawa,35.25,136.7833,22.93,44,0,1.02,JP,2024-11-11 22:30:40
531,nova vicosa,-17.8919,-39.3719,22.36,85,0,1.78,BR,2024-11-11 22:30:41
532,lodja,-3.4833,23.4333,25.03,68,50,1.39,CD,2024-11-11 22:30:42
533,de queen,34.0379,-94.3413,11.12,93,0,1.54,US,2024-11-11 22:30:43
534,dwarka,22.2394,68.9678,30.01,47,30,2.52,IN,2024-11-11 22:30:44
535,dabat,12.9842,37.765,15.6,55,51,2.93,ET,2024-11-11 22:30:45
536,mangrol,21.1167,70.1167,30.34,43,4,2.09,IN,2024-11-11 22:30:47
537,knyaze-volkonskoye,48.4642,135.4567,0.19,56,98,6.08,RU,2024-11-11 22:30:48
538,reggane,26.7158,0.1714,18.92,40,6,4.47,DZ,2024-11-11 22:30:49
539,kerikeri,-35.2268,173.9474,16.31,73,37,1.85,NZ,2024-11-11 22:30:51
540,onguday,50.75,86.15,-3.47,67,100,4.22,RU,2024-11-11 22:30:52
541,bam,29.106,58.357,22.62,25,0,1.66,IR,2024-11-11 22:30:53
542,haiku-pauwela,20.9219,-156.3051,24.47,84,40,6.71,US,2024-11-11 22:30:55
543,madison heights,42.4859,-83.1052,7.71,80,100,7.72,US,2024-11-11 22:30:56
544,dubna,56.7333,37.1667,-1.39,84,95,2.31,RU,2024-11-11 22:30:57
545,ulladulla,-35.35,150.4667,20.67,72,100,3.75,AU,2024-11-11 22:30:58
546,sao gabriel da cachoeira,-0.1303,-67.0892,23.76,87,52,1.2,BR,2024-11-11 22:30:59
547,ust'-kulom,61.6864,53.6902,-0.93,96,100,3.68,RU,2024-11-11 22:31:00
548,tidjikja,18.5564,-11.4271,21.49,17,51,4.87,MR,2024-11-11 22:31:02
549,crotone,39.0851,17.1178,14.69,60,100,7.74,IT,2024-11-11 22:31:03
550,forster,-32.1667,152.5167,19.65,93,98,2.03,AU,2024-11-11 22:31:04
551,kikwit,-5.041,18.8162,22.57,91,28,0.78,CD,2024-11-11 22:31:05
552,guasdualito,7.2424,-70.7324,24.98,88,0,1.77,VE,2024-11-11 22:31:06
553,sarangani,5.4033,125.4636,29.07,69,19,3.08,PH,2024-11-11 22:31:07
554,santa elena de uairen,4.6167,-61.1333,19.81,85,71,1.3,VE,2024-11-11 22:31:08
555,homun,20.7333,-89.2833,21.69,97,35,1.16,MX,2024-11-11 22:31:10
556,sayat,38.7839,63.8803,13.6,40,90,1.84,TM,2024-11-11 22:31:11
557,onega,63.9061,38.1404,-0.5,88,91,3.77,RU,2024-11-11 22:31:12
558,callao,-12.0667,-77.15,19.84,77,100,5.14,PE,2024-11-11 22:31:13
559,tottori,35.5,134.2333,17.59,66,0,2.37,JP,2024-11-11 22:31:14
560,bondo,3.8146,23.6866,22.81,90,60,0.98,CD,2024-11-11 22:31:15
561,terrace,54.5163,-128.6035,3.95,100,100,1.54,CA,2024-11-11 22:31:18
562,taoudenni,22.6783,-3.9836,22.42,23,79,2.81,ML,2024-11-11 22:31:19
563,mojo,8.6,39.1167,19.42,50,17,3.9,ET,2024-11-11 22:31:20
564,la paz,-16.5,-68.15,9.99,66,75,1.03,BO,2024-11-11 22:30:55
565,santa ana,33.7456,-117.8678,16.46,83,3,0.89,US,2024-11-11 22:28:40
566,alagoinhas,-12.1356,-38.4192,21.61,89,88,2.27,BR,2024-11-11 22:31:24
567,krasnoturansk,54.3186,91.5639,-2.74,40,88,8.95,RU,2024-11-11 22:31:25
568,namibe,-15.1961,12.1522,22.8,67,51,2.11,AO,2024-11-11 22:31:26
569,casper,42.8666,-106.3131,7.33,42,0,6.69,US,2024-11-11 22:30:52
570,benjamin constant,-4.3831,-70.0311,24.07,74,100,0.77,BR,2024-11-11 22:31:28
571,wau,7.7029,27.9953,28.68,48,43,0.91,SS,2024-11-11 22:31:30
572,nantucket,41.2835,-70.0995,13.06,94,0,7.27,US,2024-11-11 22:31:31
573,suong,11.9115,105.6533,31.28,61,95,2.45,KH,2024-11-11 22:31:32
574,harnosand,62.6323,17.9379,0.0,74,61,8.71,SE,2024-11-11 22:31:33
575,barclayville,4.6797,-8.2339,24.28,89,10,1.91,LR,2024-11-11 22:31:34
576,bahir dar,11.5936,37.3908,20.29,65,13,1.58,ET,2024-11-11 22:30:01
577,pagar alam,-4.0167,103.2667,25.66,82,100,1.31,ID,2024-11-11 22:31:37
578,nacozari de garcia,30.3742,-109.6908,10.52,40,84,0.75,MX,2024-11-11 22:31:39
579,kill devil hills,36.0307,-75.676,18.32,96,0,2.57,US,2024-11-11 22:31:40
580,sault ste. marie,46.5168,-84.3333,1.16,69,0,3.09,CA,2024-11-11 22:31:41
581,riyadh,24.6877,46.7219,25.24,31,23,2.39,SA,2024-11-11 22:31:42
582,cam ranh,11.9214,109.1591,31.98,62,20,4.12,VN,2024-11-11 22:31:43
583,miguel ahumada,30.6167,-106.5167,15.19,21,100,2.41,MX,2024-11-11 22:31:44
584,tuy hoa,13.0833,109.3,26.68,85,100,0.49,VN,2024-11-11 22:31:46
585,wanning,18.8003,110.3967,25.86,82,98,5.72,CN,2024-11-11 22:31:47
586,sinnar,13.5691,33.5672,29.84,46,2,6.72,SD,2024-11-11 22:31:48
587,lerwick,60.1545,-1.1494,10.3,90,95,6.3,GB,2024-11-11 22:31:49
